"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","19720","deveAcederAoComponenteBasicFeaturesEInteragir()","","2025-12-05","passed","2025-12-05","","iscteiul.ista.ficha5.samplerbasic.test.SamplerBasicTest","iscteiul.ista.ficha5.samplerbasic.test.SamplerBasicTest","deveAcederAoComponenteBasicFeaturesEInteragir"
